epoch,step,loss,base,stft_l1,snr_mean,lr
5,2000,0.621231198310852,0.4916277825832367,1.2960344552993774,172.3089599609375,0.0002
5,2050,0.5219302177429199,0.3921455144882202,1.297847032546997,41.09626007080078,0.0002
6,2100,0.5523466467857361,0.42245569825172424,1.298909306526184,51.33744812011719,0.0002
6,2150,0.5371743440628052,0.40927743911743164,1.2789689302444458,82.1764144897461,0.0002
6,2200,0.5526930093765259,0.4213329553604126,1.313600778579712,141.41378784179688,0.0002
6,2250,0.5418252944946289,0.4171302020549774,1.2469512224197388,114.8047866821289,0.0002
6,2300,0.5057844519615173,0.37904709577560425,1.2673733234405518,22.217334747314453,0.0002
6,2350,0.5376660227775574,0.39925235509872437,1.3841367959976196,95.67537689208984,0.0002
6,2400,0.5596697926521301,0.4326537847518921,1.27016019821167,26.59773063659668,0.0002
6,2450,0.5639214515686035,0.4414050579071045,1.2251640558242798,231.55471801757812,0.0002
7,2500,0.4833914637565613,0.3568045198917389,1.2658696174621582,27.204784393310547,0.0002
7,2550,0.5087228417396545,0.38764166831970215,1.2108114957809448,37.64073944091797,0.0002
7,2600,0.5213733315467834,0.40021955966949463,1.2115375995635986,35.81714630126953,0.0002
7,2650,0.5211817622184753,0.3975917100906372,1.2359007596969604,90.30718994140625,0.0002
7,2700,0.5218439698219299,0.3968629240989685,1.2498103380203247,92.96044921875,0.0002
7,2750,0.490462064743042,0.3645339608192444,1.259280800819397,111.79768371582031,0.0002
7,2800,0.49233710765838623,0.3719145953655243,1.2042250633239746,62.94584655761719,0.0002
7,2850,0.48362064361572266,0.36737269163131714,1.1624795198440552,132.0271453857422,0.0002
7,2900,0.4894962012767792,0.3656045198440552,1.2389168739318848,52.349056243896484,0.0002
8,2950,0.48932701349258423,0.3640775680541992,1.2524945735931396,30.490379333496094,0.0002
8,3000,0.5034449696540833,0.38246119022369385,1.209837794303894,75.9684829711914,0.0002
8,3050,0.48204463720321655,0.35761746764183044,1.2442715167999268,68.301513671875,0.0002
8,3100,0.5294908285140991,0.41093710064888,1.185537576675415,119.42317199707031,0.0002
8,3150,0.49186035990715027,0.37370169162750244,1.181586742401123,82.32376098632812,0.0002
8,3200,0.48786893486976624,0.3677143156528473,1.2015460729599,61.52619171142578,0.0002
8,3250,0.5224314332008362,0.4060390591621399,1.1639236211776733,37.89802932739258,0.0002
8,3300,0.47518306970596313,0.36033886671066284,1.1484421491622925,47.46894836425781,0.0002
9,3350,0.5205379128456116,0.40779590606689453,1.1274198293685913,187.3408203125,0.0002
9,3400,0.5316857695579529,0.4065079092979431,1.2517787218093872,56.434078216552734,0.0002
9,3450,0.494462251663208,0.37921851873397827,1.1524373292922974,217.60751342773438,0.0002
9,3500,0.48679643869400024,0.36214926838874817,1.246471643447876,21.288917541503906,0.0002
9,3550,0.454217791557312,0.33167585730552673,1.2254191637039185,26.93050193786621,0.0002
9,3600,0.49720829725265503,0.3764968812465668,1.2071139812469482,122.80445861816406,0.0002
9,3650,0.4817960560321808,0.3680940866470337,1.1370196342468262,61.90382385253906,0.0002
9,3700,0.4621278941631317,0.34387701749801636,1.1825087070465088,35.41512680053711,0.0002
10,3750,0.4784327745437622,0.36542007327079773,1.1301270723342896,70.97843933105469,0.0002
10,3800,0.4429357647895813,0.33246198296546936,1.104737639427185,42.95960998535156,0.0002
10,3850,0.48597028851509094,0.3641321659088135,1.2183812856674194,112.42720794677734,0.0002
10,3900,0.4980056583881378,0.38081085681915283,1.171947956085205,58.56682205200195,0.0002
10,3950,0.4846917986869812,0.3663581907749176,1.1833359003067017,165.15579223632812,0.0002
10,4000,0.4822985827922821,0.366895854473114,1.1540273427963257,148.19345092773438,0.0002
10,4050,0.4283822774887085,0.31341490149497986,1.1496738195419312,16.509931564331055,0.0002
10,4100,0.4507254362106323,0.34421396255493164,1.0651147365570068,78.56788635253906,0.0002
10,4150,0.48499640822410583,0.36719292402267456,1.1780349016189575,83.33087158203125,0.0002
11,4200,0.5084393620491028,0.3941052258014679,1.1433415412902832,68.48396301269531,0.0002
11,4250,0.4441295266151428,0.3390304446220398,1.0509908199310303,44.0538444519043,0.0002
11,4300,0.4703829884529114,0.3549426198005676,1.154403567314148,62.372581481933594,0.0002
11,4350,0.46358197927474976,0.3513919711112976,1.121899962425232,36.279541015625,0.0002
11,4400,0.44965261220932007,0.3412584066390991,1.083942174911499,109.66739654541016,0.0002
11,4450,0.4509699046611786,0.3430593013763428,1.0791059732437134,122.66323852539062,0.0002
11,4500,0.4707048535346985,0.3554888665676117,1.1521599292755127,72.8096923828125,0.0002
11,4550,0.43486714363098145,0.33550867438316345,0.9935846328735352,96.48925018310547,0.0002
12,4600,0.44406408071517944,0.3354049324989319,1.0865916013717651,61.48652648925781,0.0002
12,4650,0.5308830738067627,0.4173780083656311,1.135050892829895,72.43082427978516,0.0002
12,4700,0.46773427724838257,0.3502676486968994,1.174666166305542,74.17708587646484,0.0002
12,4750,0.475852906703949,0.3598807454109192,1.1597217321395874,66.11908721923828,0.0002
12,4800,0.43102598190307617,0.33450689911842346,0.9651907682418823,70.08625793457031,0.0002
12,4850,0.4226866662502289,0.31274843215942383,1.0993824005126953,17.3018856048584,0.0002
12,4900,0.46980202198028564,0.357117623090744,1.1268439292907715,166.2002410888672,0.0002
12,4950,0.48721811175346375,0.37562859058380127,1.1158952713012695,241.25511169433594,0.0002
13,5000,0.48627620935440063,0.38317763805389404,1.0309855937957764,98.70286560058594,0.0002
13,5050,0.443857878446579,0.3338760733604431,1.0998181104660034,44.47525405883789,0.0002
13,5100,0.4533548057079315,0.34444206953048706,1.0891273021697998,13.63389778137207,0.0002
13,5150,0.44616416096687317,0.34214073419570923,1.0402343273162842,47.991634368896484,0.0002
13,5200,0.44263485074043274,0.3365359902381897,1.0609886646270752,40.04987335205078,0.0002
13,5250,0.4338282346725464,0.3274223208427429,1.0640592575073242,132.12728881835938,0.0002
13,5300,0.44451895356178284,0.33350446820259094,1.110144853591919,42.42326354980469,0.0002
13,5350,0.4774605929851532,0.3703914284706116,1.070691704750061,158.30783081054688,0.0002
13,5400,0.4186684489250183,0.3107760548591614,1.0789239406585693,22.062721252441406,0.0002
14,5450,0.4588785767555237,0.3542892634868622,1.0458931922912598,49.671302795410156,0.0002
14,5500,0.479118287563324,0.37491631507873535,1.0420198440551758,247.50003051757812,0.0002
14,5550,0.4684678316116333,0.3594778776168823,1.0898995399475098,53.04019546508789,0.0002
14,5600,0.44410982728004456,0.3335646390914917,1.1054518222808838,113.4271011352539,0.0002
14,5650,0.47740158438682556,0.36945098638534546,1.0795060396194458,80.69890594482422,0.0002
14,5700,0.4399420917034149,0.3316228985786438,1.0831918716430664,108.19026184082031,0.0002
14,5750,0.45773226022720337,0.34758108854293823,1.101511836051941,23.342227935791016,0.0002
14,5800,0.4327036738395691,0.3279794156551361,1.0472424030303955,29.752113342285156,0.0002
15,5850,0.4256371557712555,0.320607453584671,1.0502969026565552,37.564208984375,0.0002
15,5900,0.43260854482650757,0.3235107660293579,1.090977668762207,37.072471618652344,0.0002
15,5950,0.47634172439575195,0.3652290999889374,1.1111260652542114,242.99029541015625,0.0002
15,6000,0.44268539547920227,0.3478556275367737,0.9482975602149963,68.5491714477539,0.0002
15,6050,0.45922428369522095,0.3464053273200989,1.1281896829605103,81.09912109375,0.0002
15,6100,0.40692296624183655,0.3036900758743286,1.0323289632797241,35.618465423583984,0.0002
15,6150,0.4242798089981079,0.31786030530929565,1.064194917678833,120.46954345703125,0.0002
15,6200,0.4309980869293213,0.330299437046051,1.006986379623413,104.27374267578125,0.0002
16,6250,0.4367504119873047,0.3348127603530884,1.0193763971328735,139.7532958984375,0.0002
16,6300,0.4538133144378662,0.34643465280532837,1.0737866163253784,80.37425231933594,0.0002
16,6350,0.47841185331344604,0.3696027994155884,1.0880906581878662,141.5797882080078,0.0002
16,6400,0.4721749722957611,0.36425113677978516,1.0792384147644043,124.540771484375,0.0002
16,6450,0.49068623781204224,0.3828063905239105,1.0787982940673828,99.41275024414062,0.0002
16,6500,0.43380114436149597,0.32567495107650757,1.0812618732452393,38.385231018066406,0.0002
16,6550,0.4147152304649353,0.31528255343437195,0.9943268895149231,75.13854217529297,0.0002
16,6600,0.4057307839393616,0.3033186197280884,1.0241217613220215,60.8164176940918,0.0002
16,6650,0.41034996509552,0.30260181427001953,1.0774816274642944,74.09252166748047,0.0002
17,6700,0.4122006893157959,0.3111313283443451,1.0106934309005737,137.65606689453125,0.0002
17,6750,0.42872312664985657,0.31997019052505493,1.0875293016433716,20.36435317993164,0.0002
17,6800,0.4558126628398895,0.3552146553993225,1.0059800148010254,112.8041000366211,0.0002
17,6850,0.4104287624359131,0.3044854998588562,1.0594327449798584,47.678646087646484,0.0002
17,6900,0.44102606177330017,0.33293747901916504,1.0808857679367065,119.54974365234375,0.0002
17,6950,0.4551144242286682,0.3431309461593628,1.1198348999023438,61.44867706298828,0.0002
17,7000,0.4155106246471405,0.3072240352630615,1.082865834236145,39.708412170410156,0.0002
17,7050,0.4269745349884033,0.3219956159591675,1.0497890710830688,28.566030502319336,0.0002
18,7100,0.39024797081947327,0.28762948513031006,1.0261849164962769,18.578689575195312,0.0002
18,7150,0.4159531891345978,0.3098199963569641,1.0613319873809814,34.64401626586914,0.0002
18,7200,0.4358084201812744,0.3376709222793579,0.9813748002052307,64.64635467529297,0.0002
18,7250,0.4081606864929199,0.3063649833202362,1.017957091331482,39.09041213989258,0.0002
18,7300,0.4141290783882141,0.3145524859428406,0.995765745639801,169.72817993164062,0.0002
18,7350,0.41082262992858887,0.3132202625274658,0.9760236740112305,132.3566131591797,0.0002
18,7400,0.460962176322937,0.353505402803421,1.0745677947998047,108.80867004394531,0.0002
18,7450,0.4565587639808655,0.3453262448310852,1.1123253107070923,58.159034729003906,0.0002
19,7500,0.43070918321609497,0.32616126537323,1.0454792976379395,128.8444366455078,0.0002
19,7550,0.4397123157978058,0.34122681617736816,0.984855055809021,174.07342529296875,0.0002
19,7600,0.41511303186416626,0.3182634115219116,0.9684963226318359,117.17546844482422,0.0002
19,7650,0.45275384187698364,0.34694045782089233,1.0581337213516235,84.33757019042969,0.0002
19,7700,0.4036214351654053,0.29809531569480896,1.055261254310608,34.9322509765625,0.0002
19,7750,0.4390568435192108,0.33390915393829346,1.0514768362045288,239.43092346191406,0.0002
19,7800,0.4070858359336853,0.304069459438324,1.0301637649536133,51.05995178222656,0.0002
19,7850,0.4140147566795349,0.310865581035614,1.0314916372299194,27.74567413330078,0.0002
19,7900,0.42533400654792786,0.32399606704711914,1.013379454612732,75.62174987792969,0.0002
20,7950,0.40328192710876465,0.3033331036567688,0.999488115310669,61.50151062011719,0.0002
20,8000,0.4514719843864441,0.35026389360427856,1.0120810270309448,128.8517303466797,0.0002
20,8050,0.4589649736881256,0.35102468729019165,1.0794028043746948,24.2462100982666,0.0002
20,8100,0.41428491473197937,0.3099360466003418,1.043488621711731,69.19430541992188,0.0002
20,8150,0.43329501152038574,0.333112508058548,1.0018248558044434,54.40476608276367,0.0002
20,8200,0.4347398579120636,0.3320145905017853,1.0272525548934937,155.7704620361328,0.0002
20,8250,0.44247967004776,0.340984046459198,1.0149563550949097,169.0442352294922,0.0002
20,8300,0.42813611030578613,0.3273696005344391,1.0076651573181152,157.89907836914062,0.0002
21,8350,0.40473228693008423,0.3019202947616577,1.0281199216842651,34.59502029418945,0.0002
21,8400,0.43283703923225403,0.33018651604652405,1.0265051126480103,202.11181640625,0.0002
21,8450,0.43487176299095154,0.33144640922546387,1.034253478050232,103.81111145019531,0.0002
21,8500,0.4413164258003235,0.3351309895515442,1.0618544816970825,32.178985595703125,0.0002
21,8550,0.43212687969207764,0.32636016607284546,1.0576671361923218,75.34855651855469,0.0002
21,8600,0.4405549466609955,0.3403218984603882,1.0023305416107178,47.97090148925781,0.0002
21,8650,0.43970662355422974,0.33724653720855713,1.0246009826660156,239.1417236328125,0.0002
21,8700,0.4355146288871765,0.3271218538284302,1.0839276313781738,102.74887084960938,0.0002
22,8750,0.4553513526916504,0.352224200963974,1.0312715768814087,46.90511703491211,0.0002
22,8800,0.40701329708099365,0.3056573271751404,1.0135598182678223,33.85704040527344,0.0002
22,8850,0.44877782464027405,0.34997332096099854,0.9880449175834656,191.41737365722656,0.0002
22,8900,0.42374470829963684,0.322154700756073,1.0159001350402832,88.06716918945312,0.0002
22,8950,0.40481844544410706,0.3059827983379364,0.9883564114570618,90.95108032226562,0.0002
22,9000,0.4207574725151062,0.3219693601131439,0.9878811836242676,71.40310668945312,0.0002
22,9050,0.435920774936676,0.33231592178344727,1.0360485315322876,134.96678161621094,0.0002
22,9100,0.39894595742225647,0.3031407296657562,0.9580522179603577,110.14268493652344,0.0002
22,9150,0.3932296633720398,0.2908167243003845,1.0241295099258423,36.13057327270508,0.0002
23,9200,0.43051037192344666,0.33504170179367065,0.95468670129776,41.68146896362305,0.0002
23,9250,0.43007662892341614,0.3201526403427124,1.0992399454116821,66.16104125976562,0.0002
23,9300,0.4307132661342621,0.33318033814430237,0.9753292202949524,94.59312438964844,0.0002
23,9350,0.41912782192230225,0.31001394987106323,1.0911387205123901,15.905818939208984,0.0002
23,9400,0.4086571931838989,0.3064427971839905,1.0221439599990845,106.20276641845703,0.0002
23,9450,0.44257044792175293,0.33544638752937317,1.0712404251098633,79.1673355102539,0.0002
23,9500,0.4514823257923126,0.34675177931785583,1.0473053455352783,59.87948989868164,0.0002
23,9550,0.4263911843299866,0.32609108090400696,1.0030008554458618,249.18310546875,0.0002
24,9600,0.39364972710609436,0.29410848021507263,0.9954124093055725,137.15975952148438,0.0002
24,9650,0.42873892188072205,0.3204615116119385,1.082774043083191,85.15248107910156,0.0002
24,9700,0.41484594345092773,0.3178548812866211,0.9699106216430664,82.90160369873047,0.0002
24,9750,0.41653233766555786,0.3125351071357727,1.039972186088562,175.35650634765625,0.0002
24,9800,0.4389135539531708,0.3351806402206421,1.037329077720642,168.8462677001953,0.0002
24,9850,0.4445030093193054,0.34794214367866516,0.9656085968017578,99.32666015625,0.0002
24,9900,0.40887489914894104,0.3122967481613159,0.9657813906669617,90.8248291015625,0.0002
24,9950,0.42301928997039795,0.33067429065704346,0.9234499931335449,237.87823486328125,0.0002
25,10000,0.41107192635536194,0.3108558654785156,1.0021605491638184,111.58969116210938,0.0002
25,10050,0.41074246168136597,0.31074827909469604,0.9999419450759888,22.415935516357422,0.0002
25,10100,0.41288596391677856,0.3142619729042053,0.9862399697303772,218.95156860351562,0.0002
25,10150,0.426946759223938,0.31817203760147095,1.08774733543396,25.79882049560547,0.0002
25,10200,0.4214633107185364,0.3211854100227356,1.0027788877487183,158.38751220703125,0.0002
25,10250,0.4058568477630615,0.3085818588733673,0.9727499485015869,33.95574951171875,0.0002
25,10300,0.4134838879108429,0.31442487239837646,0.9905900359153748,184.50689697265625,0.0002
25,10350,0.4238824248313904,0.3224003314971924,1.01482093334198,167.76669311523438,0.0002
26,10400,0.4357025623321533,0.3295871615409851,1.0611538887023926,96.14544677734375,0.0002
